Happy_comment_word,Happy_number_use_for_word,Sad_comment_word,Sad_number_use_for_word,All_number_use_for_word
,,Zahmat,1.0,
Zereshk,1.0,,,
,,[,1.0,
\\\,1.0,,,
^,12.0,,,
^-^,2.0,,,
^^,1.0,,,
``,2.0,,,
`شش,1.0,,,
,,aa,1.0,
aaaallliii,1.0,,,
aali,1.0,,,
,,ab,1.0,
ablimo,1.0,,,
about,1.0,,,
acting,1.0,,,
,,adam,1.0,
adasi,1.0,,,
adasish,1.0,,,
adasiyam,1.0,,,
,,added,1.0,
,,address,1.0,
,,advance,1.0,
advertised,1.0,,,
,,after,1.0,
,,afzayesh,1.0,
,,again,2.0,
,,ajibe,1.0,
akbar,1.0,,,
,,akharam,1.0,
,,akhe?!,1.0,
akhlagho,1.0,,,
aks,1.0,,,
alaki,1.0,,,
,,alan,2.0,
albaloo,1.0,,,
alian,1.0,,,
alii,1.0,,,
aliii,1.0,,,
aliiii,1.0,,,
"aliyee,",1.0,,,
,,alkol,4.0,
along,1.0,,,
alyee,1.0,,,
,,am,1.0,
amazing,1.0,,,
amma,1.0,,,
,,andM,1.0,
anjamesh,1.0,,,
,,annoying,1.0,
any,2.0,,,
,,application,1.0,
,,area,1.0,
,,arrived,1.0,
arze,1.0,,,
,,asLan,1.0,
asheghe,2.0,,,
,,aslaaan,1.0,
,,asln,1.0,
available-,1.0,,,
avalan,1.0,,,
avalie,1.0,,,
,,avaz,1.0,
avlintajrobe,1.0,,,
avorde,1.0,,,
,,away,1.0,
awli,12.0,,,
awli!!,1.0,,,
ayande,1.0,,,
,,azash,1.0,
azashun,1.0,,,
azatOn,1.0,,,
azatun,1.0,,,
baa,1.0,,,
back-,1.0,,,
badaz,1.0,,,
,,bade,3.0,
bademjan,1.0,,,
badesham,1.0,,,
,,badeshm,1.0,
,,badi,2.0,
badoomzamini,1.0,,,
,,badtar,1.0,
,,baeoj,1.0,
,,baese,2.0,
,,bagale,1.0,
baghlava,1.0,,,
,,baham,1.0,
bakhshe,1.0,,,
,,bal,1.0,
bala,1.0,,,
,,balash,1.0,
balass,1.0,,,
balast,1.0,,,
,,bamie,1.0,
bande,1.0,,,
bar,1.0,,,
bara,1.0,,,
baram,1.0,,,
barbari,1.0,,,
,,bargardunid-,1.0,
,,bas,1.0,
bashad,1.0,,,
,,"bashe,be",1.0,
bashe?chera,1.0,,,
bashid,1.0,,,
,,basil,1.0,
bastani,2.0,,,
,,bastania,1.0,
bastebandi,1.0,,,
basteh?,2.0,,,
,,bayat,1.0,
bazam,1.0,,,
,,bear,1.0,
because,1.0,,,
,,bedam?,1.0,
,,bedan,2.0,
,,bedastam,1.0,
,,bedune,2.0,
beem,1.0,,,
,,been,1.0,
befrestan,1.0,,,
,,begid,1.0,
"begiran,",1.0,,,
begirim-,1.0,,,
,,beham,2.0,
behaviour,1.0,,,
,,behdashti,1.0,
behtar,3.0,,,
behtare,1.0,,,
behtarin,1.0,,,
behtarinast,1.0,,,
,,being,2.0,
,,beja,1.0,
,,bejaye,1.0,
,,bejoz,1.0,
bemoqe,1.0,,,
,,bere,1.0,
,,berese,2.0,
beresid,1.0,,,
,,beresonan!,1.0,
bergerator,1.0,,,
,,bergr,1.0,
berizid,1.0,,,
besbat,1.0,,,
beshe-,1.0,,,
besiar,5.0,,,
,,bezanan,1.0,
bezarin,1.0,,,
,,bfreste,1.0,
bgirim,1.0,,,
bhtr,2.0,,,
,,big,1.0,
,,bikeyfiyat,1.0,
binazir,1.0,,,
,,birthday,2.0,
,,birun!,1.0,
bishtar,7.0,,,
,,bitarbyat-.,1.0,
,,biyaran,2.0,
,,bkd,1.0,
,,"bod,to",1.0,
,,bodan,4.0,
,,bodan!!!!,1.0,
bodo,1.0,,,
,,bof,1.0,
,,bokhoooooorii,1.0,
,,bokhoram,1.0,
,,bood!!,1.0,
,,"bood,",2.0,
boodam,1.0,,,
,,boodesh,1.0,
,,boood,1.0,
,,booooooood,1.0,
,,booyeh,1.0,
bordam,1.0,,,
,,boresh,1.0,
bozorg,1.0,,,
bshe,3.0,,,
"bud,",1.0,,,
,,"bud,ama",1.0,
"bud,mamnoon",1.0,,,
,,"bud,yani",1.0,
bud-,3.0,,,
budaaa,1.0,,,
,,bude,1.0,
,,budo,1.0,
bughalmun,1.0,,,
burger,1.0,,,
burger-,1.0,,,
,,burned!!!,1.0,
byd,1.0,,,
,,bzarin,1.0,
,,bzne,1.0,
,,c,1.0,
,,called,2.0,
calorie,1.0,,,
can,1.0,,,
,,cans,1.0,
caramel,2.0,,,
,,case,1.0,
,,chaghoo,1.0,
,,changal,3.0,
,,chanta,1.0,
,,chape,1.0,
charb,1.0,,,
,,charges,1.0,
charkh,1.0,,,
chart,1.0,,,
cheese,1.0,,,
cheeseburger,1.0,,,
chicken,1.0,,,
chickens,1.0,,,
,,chini,1.0,
chish,1.0,,,
,,chon,1.0,
,,cleara,1.0,
,,coca-cola-,1.0,
,,cold,2.0,
,,cold-,2.0,
combo,1.0,,,
come,1.0,,,
,,comments,1.0,
comparison,1.0,,,
,,complained,1.0,
completely,1.0,,,
,,completeسفارش,1.0,
,,considering,1.0,
cooked,1.0,,,
,,corn,1.0,
could,1.0,,,
country,2.0,,,
,,customer,1.0,
dadan-,1.0,,,
dade,1.0,,,
,,dadeshod,1.0,
dadm,1.0,,,
,,dafeye,1.0,
dagh,2.0,,,
daghe,1.0,,,
,,dakhekesh,1.0,
dakhele,2.0,,,
,,dandon,1.0,
,,daram,1.0,
dare,4.0,,,
darin-,1.0,,,
darkness-.,1.0,,,
dashtam,1.0,,,
,,dashtand,1.0,
,,dashte,1.0,
,,dashte-,1.0,
,,dast,2.0,
dastam-,1.0,,,
dastetonam,1.0,,,
date,1.0,,,
day,1.0,,,
day-,1.0,,,
dchide,1.0,,,
definitely,1.0,,,
dehi,1.0,,,
delicious,2.0,,,
delicious-,1.0,,,
,,deliver,1.0,
,,deliver-,1.0,
,,delivered,1.0,
,,delivered-,1.0,
deliverence,1.0,,,
,,deluvery,1.0,
desserts-,1.0,,,
deyghe,1.0,,,
,,dgei,1.0,
,,didn't,1.0,
,,different,2.0,
difficulties,1.0,,,
,,digeii,1.0,
dir,3.0,,,
dirty,1.0,,,
dobare,1.0,,,
dog,1.0,,,
doing,1.0,,,
,,donbale,1.0,
,,done,3.0,
donya,1.0,,,
,,don’t,1.0,
,,doooone,1.0,
doost,1.0,,,
doroste,1.0,,,
,,doroz,1.0,
,,dovom,1.0,
drink,1.0,,,
,,dune,1.0,
,,dur,1.0,
e,5.0,,,
,,eating,1.0,
economical,1.0,,,
edame,1.0,,,
efesها,1.0,,,
,,efteeeeeeezaaaaaaah,1.0,
,,eftezah,1.0,
,,eftzah,1.0,
,,en,1.0,
energy,1.0,,,
,,enghadr,2.0,
,,enja,1.0,
enjoyed,1.0,,,
ersale,1.0,,,
eshkal,1.0,,,
,,eshtebah,1.0,
eshtebahe,1.0,,,
,,eshtebahi,1.0,
,,esraf,1.0,
,,esraf-..,1.0,
,,estefade,2.0,
,,etefaghi,1.0,
,,even,1.0,
,,ever,2.0,
everything,1.0,,,
exportation,1.0,,,
express,1.0,,,
factor,1.0,,,
faghad,1.0,,,
,,faght,1.0,
family,1.0,,,
,,farangiaye,1.0,
fargh,1.0,,,
,,farq,1.0,
fasl;-,1.0,,,
,,feedback-,1.0,
feel,2.0,,,
,,fekr,1.0,
fekresho,1.0,,,
felfel,1.0,,,
,,fer,1.0,
,,feredtadin,1.0,
,,ferestade,1.0,
ferestadid,1.0,,,
,,ferestadin,1.0,
feshordeh,1.0,,,
,,few,1.0,
,,filaro,1.0,
fillet,1.0,,,
,,find,1.0,
,,first,1.0,
fish,2.0,,,
,,fk,2.0,
flawless,1.0,,,
fogholadast,1.0,,,
,,foode-,1.0,
,,food،,1.0,
,,fork,6.0,
found,1.0,,,
,,four,1.0,
,,free,1.0,
french,1.0,,,
,,from,2.0,
future,1.0,,,
,,garma,1.0,
generous,1.0,,,
gereftam,1.0,,,
gerone,1.0,,,
gerune,1.0,,,
,,ghabele,1.0,
ghabl-,1.0,,,
ghablan,1.0,,,
ghabli,1.0,,,
ghad,1.0,,,
,,ghadimesh,1.0,
,,ghalam,1.0,
ghaleb,1.0,,,
ghaliz,1.0,,,
ghalizo,1.0,,,
ghanlan,1.0,,,
,,gharch,1.0,
,,gharche,1.0,
,,ghashogh,1.0,
,,ghati,1.0,
,,ghazaha,1.0,
ghazahash,1.0,,,
ghazam,1.0,,,
,,ghazaro,1.0,
ghazashoon,1.0,,,
,,ghazaye,1.0,
gheimat,1.0,,,
gheimatam,1.0,,,
gheimatesh-,1.0,,,
,,gheimateshun,1.0,
gheimatetoon,1.0,,,
,,gheire,1.0,
gheymat,2.0,,,
gheymate,1.0,,,
,,gheymatesh,1.0,
,,gheymatha,1.0,
gheyme,1.0,,,
,,gheyre,1.0,
ghor,1.0,,,
give,2.0,,,
goft,1.0,,,
goftan,1.0,,,
gofte,1.0,,,
good,6.0,,,
goosht,1.0,,,
,,gozashte,3.0,
,,gozashti,1.0,
,,grateful,1.0,
,,great,1.0,
great!,1.0,,,
greate,1.0,,,
grocery,1.0,,,
gushte,1.0,,,
gushtesho,1.0,,,
guy,2.0,,,
guys!,1.0,,,
,,"ha,",1.0,
,,had,1.0,
,,hafte,2.0,
hajme,3.0,,,
hal,1.0,,,
,,hamahangi,1.0,
,,hamaro,1.0,
,,hamash,1.0,
hamechi,3.0,,,
hamejaye,1.0,,,
hameye,2.0,,,
,,haminjor,1.0,
hamintor,2.0,,,
hamishe-,1.0,,,
hamrahe,2.0,,,
hamunjuri,1.0,,,
hanishegi,1.0,,,
hanoozam,1.0,,,
hanuz,1.0,,,
happen,1.0,,,
,,happened?,1.0,
,,happy,2.0,
har,2.0,,,
harekatesh,1.0,,,
harf,1.0,,,
hastam,1.0,,,
hastam:),1.0,,,
hastan-,1.0,,,
hastesh,1.0,,,
hastesh-,1.0,,,
hastim,1.0,,,
hate,1.0,,,
hateaghal,1.0,,,
hatoon,1.0,,,
hatun,1.0,,,
hava,1.0,,,
,,havaseshono,1.0,
hazer,1.0,,,
hazineye,1.0,,,
,,he,1.0,
healthy,2.0,,,
,,here,1.0,
,,hes,1.0,
,,hesab,1.0,
hesabe,1.0,,,
,,hichize,1.0,
hmishe,1.0,,,
hodudan,1.0,,,
honey,1.0,,,
,,hotdog,1.0,
,,hour,1.0,
however,1.0,,,
hozashte,1.0,,,
hozuri,1.0,,,
htmn,1.0,,,
hud,1.0,,,
,,ice,1.0,
ie,1.0,,,
improve,1.0,,,
,,indaf,1.0,
,,indafe,1.0,
,,ine,1.0,
,,inghad,1.0,
,,inghadi,1.0,
,,inghadr,1.0,
,,inhame,1.0,
initially,2.0,,,
inja,1.0,,,
,,injori,1.0,
,,insane-,1.0,
,,integral,1.0,
interns-,1.0,,,
irani,1.0,,,
,,issue,1.0,
,,its,1.0,
jaa,1.0,,,
,,jabe,1.0,
jadid,1.0,,,
,,jam,3.0,
jan,1.0,,,
jaye,1.0,,,
jazbe,1.0,,,
jelo,1.0,,,
,,jens,1.0,
job,2.0,,,
joda,1.0,,,
jojash,1.0,,,
jooje,1.0,,,
joze,1.0,,,
juice,1.0,,,
just,1.0,,,
,,kaghaz,1.0,
,,kaho,2.0,
,,kalbasash,1.0,
kam-,1.0,,,
,,"kame,doroste",1.0,
,,kamel,1.0,
,,kamelan,5.0,
kami,3.0,,,
kamtar,1.0,,,
kamtaraz,1.0,,,
"kard,",1.0,,,
,,"kardam,efteza",1.0,
kardid!!,1.0,,,
karesh,1.0,,,
,,kash,1.0,
,,kasri,1.0,
,,kebab,1.0,
keifiyat,1.0,,,
"keyfiat,",1.0,,,
,,keyfiat-,1.0,
keyfiatesh,1.0,,,
keyfiyat,2.0,,,
keyfiyate,1.0,,,
,,keyfiyatesh,1.0,
keyfiyateton,1.0,,,
,,keyfyat,1.0,
kfc,2.0,,,
khabare!!!,1.0,,,
khahid,1.0,,,
,,kham,1.0,
,,khamei,1.0,
,,khamir,1.0,
,,khamor,1.0,
,,kharab,1.0,
,,kharid,1.0,
,,kharidhaye,1.0,
,,kharidim,1.0,
khas,1.0,,,
khaste,1.0,,,
,,khatere,1.0,
kheeili,1.0,,,
,,kheili-,1.0,
,,kheiliii,1.0,
,,kheiliiii,1.0,
kheylii,1.0,,,
,,khiar,1.0,
khoban,1.0,,,
khobe,4.0,,,
khobii,1.0,,,
"khodaee,",1.0,,,
khode,1.0,,,
,,khodeshun,1.0,
kholase,1.0,,,
khoob-.,1.0,,,
,,khoord,1.0,
khorak,1.0,,,
,,khord,1.0,
khordam,1.0,,,
,,khorde,1.0,
,,khoshk,2.0,
khoshl,1.0,,,
khoshmazas,1.0,,,
khoshmazast,1.0,,,
"khoshmaze,",1.0,,,
khoshmazeh,1.0,,,
khoshmze,1.0,,,
khub,12.0,,,
khub-,1.0,,,
khube,1.0,,,
,,khushmaze,1.0,
khyli,1.0,,,
kids,1.0,,,
,,kinder,1.0,
,,knife,3.0,
,,"knife,",1.0,
,,kochik,1.0,
kochike,1.0,,,
,,kochikesh,1.0,
kode,1.0,,,
,,kodom,1.0,
kodoom,1.0,,,
,,kohne,1.0,
,,koja,1.0,
koka,1.0,,,
kol,6.0,,,
,,kolesh,1.0,
,,koloft,1.0,
,,konan,2.0,
,,koniid-,1.0,
konin,1.0,,,
konjedesho,1.0,,,
konserver,1.0,,,
,,koochiik,1.0,
,,kshid,1.0,
kuchulu,1.0,,,
,,l,1.0,
lahaaze,1.0,,,
land,1.0,,,
,,last,1.0,
,,latife,1.0,
,,le,1.0,
lezzat,1.0,,,
light,2.0,,,
liking,1.0,,,
,,limoyi,1.0,
live,1.0,,,
lost,1.0,,,
,,lotf,1.0,
love,1.0,,,
made,1.0,,,
mahdode,2.0,,,
mahsolat,1.0,,,
,,majbooram,1.0,
make,1.0,,,
makes,1.0,,,
,,makhsosan,1.0,
male,1.0,,,
maliat,1.0,,,
malum,1.0,,,
mambon,1.0,,,
mamnon,2.0,,,
mamnonam,1.0,,,
mamnoon,3.0,,,
mamnun,3.0,,,
mamnunam,1.0,,,
mamuli,1.0,,,
man-,1.0,,,
,,mano,1.0,
map,1.0,,,
,,margaritasham,1.0,
marinade,1.0,,,
,,masafat,1.0,
maside,1.0,,,
,,masraf,1.0,
max,1.0,,,
mazashun,1.0,,,
,,mazze,1.0,
me,1.0,,,
meal,1.0,,,
,,meat,1.0,
,,mekonin-,1.0,
menu,2.0,,,
merC,1.0,,,
merc,1.0,,,
merciiu,1.0,,,
mersi,3.0,,,
,,mes,1.0,
,,mesl,1.0,
mesle,4.0,,,
miare,1.0,,,
,,miarin,1.0,
,,"miarin,",1.0,
,,midadan,1.0,
mifrestadin,1.0,,,
might,1.0,,,
"mikard,",1.0,,,
mikardam,1.0,,,
mikardin,1.0,,,
mikhastam,1.0,,,
,,mikhore,1.0,
miknm,1.0,,,
,,mikonam,1.0,
,,mikonan,1.0,
mikonm,1.0,,,
milk,1.0,,,
milks,1.0,,,
,,milkshake,1.0,
,,mirese,1.0,
miresse,1.0,,,
,,mirikhtan,1.0,
,,"mish,omidvaram",1.0,
misham,1.0,,,
mishe,2.0,,,
mishnasanam,1.0,,,
,,missed,1.0,
,,missing,1.0,
mitunst,1.0,,,
miveha,1.0,,,
,,miveiton,1.0,
mizad,1.0,,,
mizarim,1.0,,,
mkhsosn,1.0,,,
mmnon,2.0,,,
,,mn,1.0,
moadab,1.0,,,
moadabbb,1.0,,,
moayad,1.0,,,
mod,1.0,,,
model,1.0,,,
modiriyate,1.0,,,
,,modiriyati,1.0,
moghe,2.0,,,
mohemtar,1.0,,,
mohtaram,1.0,,,
,,moiriat,1.0,
,,momken,1.0,
monasebe,1.0,,,
,,monde,5.0,
,,money,1.0,
,,monm,1.0,
months,1.0,,,
moqe,1.0,,,
mored,1.0,,,
,,morgha,2.0,
,,morgham,1.0,
,,morghaye,1.0,
,,morghe,1.0,
,,morghesh,1.0,
morning,1.0,,,
,,morq,1.0,
moshkeli,1.0,,,
,,motasefam,2.0,
,,motastefane,1.0,
moteasefane,1.0,,,
motmaenan,1.0,,,
,,motor,1.0,
movafagh,1.0,,,
mozi,1.0,,,
mrci,2.0,,,
much!!,1.0,,,
,,much-,1.0,
,,multiple,1.0,
nabayd,1.0,,,
nabod!!,1.0,,,
nabood-,1.0,,,
,,nadade,1.0,
nadare-,1.0,,,
,,nadash,1.0,
nadasht-,1.0,,,
,,nadashtam-,1.0,
,,nadashtan,1.0,
,,nafrestadan,1.0,
naget,1.0,,,
,,nagirin,1.0,
,,nakarde,1.0,
,,nakeshideh,1.0,
,,nakinid,1.0,
nakone,1.0,,,
nakonid,1.0,,,
,,nakonid-,1.0,
namak,1.0,,,
,,nani,1.0,
,,narm,1.0,
narmo,1.0,,,
,,nashod,1.0,
nashodam,1.0,,,
,,nashode,1.0,
,,nashtam,1.0,
,,natonestam,1.0,
,,nazar,2.0,
nazara,1.0,,,
,,nazaram,1.0,
,,nazashtan-,1.0,
,,nazashte,3.0,
nazir,1.0,,,
,,nazm,1.0,
,,nbod,1.0,
,,neither,1.0,
,,nemiarain,1.0,
nemidad,1.0,,,
,,nemidonam,1.0,
,,nemifrestin!,1.0,
,,nemikardam,2.0,
nemikhastam,1.0,,,
,,nemindazan,1.0,
,,nemishe,1.0,
,,nemishod,1.0,
,,nesf,1.0,
,,nesfe,2.0,
,,never,1.0,
,,neveshtam,1.0,
neveshte,1.0,,,
neveshteye,1.0,,,
neveshtin,1.0,,,
,,new,1.0,
nfr,1.0,,,
nimro,1.0,,,
nis,1.0,,,
,,nist-.,1.0,
nistim,1.0,,,
nmikhore,1.0,,,
,,nmishod,1.0,
,,nodel,1.0,
,,nokte,1.0,
,,non,3.0,
,,nona,1.0,
,,noonesh,1.0,
nooshe,1.0,,,
,,"not,",1.0,
note,1.0,,,
nsbat,1.0,,,
,,nune,2.0,
nutella,1.0,,,
,,oftade,1.0,
ok,3.0,,,
,,okموافقم,1.0,
,,old,1.0,
,,omad,1.0,
,,omad-,1.0,
,,omade,1.0,
omidvaram,2.0,,,
oni,1.0,,,
onim,1.0,,,
online,1.0,,,
only,1.0,,,
,,oomade,2.0,
oonam,1.0,,,
,,ooni,1.0,
,,option-,1.0,
,,or,1.0,
,,order,2.0,
order-,1.0,,,
ordinary,1.0,,,
ore,1.0,,,
,,oreo,1.0,
original,1.0,,,
,,ostkhon,1.0,
other,1.0,,,
our,1.0,,,
,,out,2.0,
,,over,2.0,
,,overcooked,1.0,
ovord,1.0,,,
,,ovordan,1.0,
,,ovordan-,1.0,
,,oغذاها,1.0,
,,pack,1.0,
package,1.0,,,
,,padtil,1.0,
,,paiin,2.0,
,,pain,1.0,
,,panir,1.0,
paniresh,1.0,,,
pas,1.0,,,
pashman,1.0,,,
past,1.0,,,
,,pasta,1.0,
,,payin,1.0,
peik,2.0,,,
,,pelak,1.0,
peperonishonam,1.0,,,
,,peppermint,1.0,
pepsi,1.0,,,
perfect,4.0,,,
,,peyda,1.0,
,,peygiri,1.0,
,,peykaton,1.0,
peyke,1.0,,,
,,phone,1.0,
,,piaz,1.0,
picture,1.0,,,
pishnehad,1.0,,,
,,pitza!!!,1.0,
pitzaa,1.0,,,
,,pitzaro,1.0,
pitzza,1.0,,,
,,pizaa,1.0,
place,1.0,,,
,,place-,1.0,
,,plastic,1.0,
,,please,1.0,
plus,1.0,,,
pokhtane,1.0,,,
polite,1.0,,,
poloton,1.0,,,
poore,1.0,,,
pooreye,1.0,,,
,,por,1.0,
pors,1.0,,,
possibility,1.0,,,
,,potatoes,1.0,
precisely!,1.0,,,
pretty,1.0,,,
prices-,1.0,,,
prima,1.0,,,
promised-,1.0,,,
,,pul,1.0,
,,push,1.0,
qarar,1.0,,,
qeymat,1.0,,,
qeymtesh,1.0,,,
quality,1.0,,,
quickest,2.0,,,
qymtesh,1.0,,,
r,1.0,,,
raazi,1.0,,,
,,raftam,1.0,
,,rafte,1.0,
,,rame,1.0,
ran,1.0,,,
,,read,1.0,
realise,1.0,,,
really,1.0,,,
,,reason,1.0,
recommended-,1.0,,,
,,refused,1.0,
regardless,1.0,,,
,,regular,1.0,
relatively,1.0,,,
relaxable,1.0,,,
,,replace,1.0,
reqest,1.0,,,
resid-,1.0,,,
,,reside!!!!,1.0,
resoondane,1.0,,,
rest,1.0,,,
,,restaurant,1.0,
restoran,1.0,,,
restran,1.0,,,
resturan,2.0,,,
,,resturant,2.0,
,,returned-,1.0,
reyhunesh,1.0,,,
rezayat,1.0,,,
rftmo,1.0,,,
rikht,1.0,,,
,,rikhte,3.0,
,,rikhti,1.0,
,,rikhtim,1.0,
,,roghan!!!!!!,1.0,
rolls,1.0,,,
roo,1.0,,,
rooham,1.0,,,
,,roooz,1.0,
,,roye,2.0,
roze,1.0,,,
ru,1.0,,,
,,rude,1.0,
,,ruded,1.0,
,,rustik,1.0,
sa,1.0,,,
,,saat,6.0,
sabet-,1.0,,,
sabziharo,1.0,,,
,,sabzijat,1.0,
,,sade,1.0,
,,said,1.0,
sal,1.0,,,
,,salad,2.0,
,,saladam,1.0,
salem,2.0,,,
,,salty-,1.0,
,,same,1.0,
,,sandeviche,1.0,
sandevicjetoon,1.0,,,
sandwitch,1.0,,,
sanzijat,1.0,,,
sarfe,1.0,,,
sarham,1.0,,,
sarmaye,1.0,,,
satisified-,1.0,,,
,,savararo,1.0,
second,1.0,,,
seeb,1.0,,,
"sefaresh,",1.0,,,
sefareshat,1.0,,,
,,sefareshato,1.0,
,,sefaresho,1.0,
,,sefarshm,1.0,
,,seft,1.0,
seh,1.0,,,
,,selecting,1.0,
send,1.0,,,
,,sends,1.0,
,,sent,6.0,
server,1.0,,,
service!,1.0,,,
services,1.0,,,
,,setare,1.0,
,,sezar,1.0,
,,sh,1.0,
,,shabi,1.0,
shahtootjuice,1.0,,,
shake,1.0,,,
sham,1.0,,,
she,1.0,,,
sheddat,3.0,,,
,,shekar,2.0,
,,shekaste,1.0,
,,sheklesh,1.0,
shila:,1.0,,,
,,shirin,1.0,
shirinihae,1.0,,,
,,shirinihaye,1.0,
,,shirni,1.0,
,,shiro,1.0,
sho'aur,1.0,,,
shod-,1.0,,,
,,shodam,1.0,
,,"shodin,",1.0,
,,shokolati,1.0,
shokr,1.0,,,
,,shol,1.0,
shoma,1.0,,,
shop-,1.0,,,
shopping,1.0,,,
,,shoro,1.0,
shude,1.0,,,
,,sibe,1.0,
,,simplest,1.0,
,,sineye,2.0,
,,sir,2.0,
siresh,1.0,,,
siresho,1.0,,,
,,siyah,1.0,
siyaham,1.0,,,
,,"slad,",1.0,
slm,1.0,,,
,,slow,2.0,
smaller,1.0,,,
snape,1.0,,,
,,snappfood,1.0,
,,soggy,1.0,
,,soggy-,1.0,
sokhary,1.0,,,
,,sokhte,4.0,
,,something,1.0,
,,sometimes,1.0,
sooner,1.0,,,
,,soorati,1.0,
sose,1.0,,,
sosesh,1.0,,,
,,soshash-.,1.0,
,,soya,1.0,
,,spearmint,1.0,
,,spoon,1.0,
,,spoon-,1.0,
staff,1.0,,,
stars,1.0,,,
stars-,1.0,,,
stated-,1.0,,,
status,1.0,,,
,,still,1.0,
,,stomach,1.0,
store,1.0,,,
such,1.0,,,
,,super,1.0,
,,support,1.0,
surprisingly,1.0,,,
,,taaar,1.0,
,,taakid,1.0,
,,taame,1.0,
taghriban,1.0,,,
tahvel,1.0,,,
,,tahvile,1.0,
,,take,1.0,
takhfif,2.0,,,
,,takhir,3.0,
,,takid,1.0,
,,talabkar,1.0,
,,talks,1.0,
,,tamame,1.0,
tame,2.0,,,
tamesh,2.0,,,
tamiz,1.0,,,
tandoori,1.0,,,
,,tanuri,1.0,
tarafe,1.0,,,
,,tarif,1.0,
tarin,1.0,,,
tarkibe,1.0,,,
tashakor,3.0,,,
taste,1.0,,,
,,"taste,",1.0,
,,taste-,1.0,
tasty,1.0,,,
,,tavajoh,1.0,
tedadi,1.0,,,
tehran,1.0,,,
tehrano,1.0,,,
teke,1.0,,,
telephoni,1.0,,,
,,tesidegishe,1.0,
,,test,1.0,
,,th,1.0,
thanks,2.0,,,
"that,",1.0,,,
their,1.0,,,
them-,1.0,,,
there,1.0,,,
these,1.0,,,
,,think,1.0,
,,thomans,1.0,
three,1.0,,,
,,threw,1.0,
time-,2.0,,,
,,times,1.0,
,,titap,1.0,
,,today,2.0,
,,tofer,1.0,
,,tol,4.0,
tomans,1.0,,,
ton,1.0,,,
tond,2.0,,,
took,1.0,,,
,,tool,2.0,
tooye,1.0,,,
tor,1.0,,,
torshi,1.0,,,
,,tosh,1.0,
,,tosh-,1.0,
,,tot,1.0,
town,1.0,,,
tozihat,1.0,,,
,,"trouble""""""",1.0,
trout,1.0,,,
tu,1.0,,,
tul,1.0,,,
,,two,1.0,
u,1.0,,,
,,umad,1.0,
"umad,",1.0,,,
,,uninistall-,1.0,
up,1.0,,,
,,"up,",1.0,
us,1.0,,,
,,v,1.0,
,,"vaghan,eftezah",1.0,
,,vaghan-,1.0,
vaght,1.0,,,
vaghti,1.0,,,
valy,1.0,,,
,,vaqti,1.0,
,,varaftegi,1.0,
varesh,1.0,,,
,,vip-,1.0,
vli,1.0,,,
wOw,1.0,,,
wash,1.0,,,
,,way,1.0,
way-,1.0,,,
well-,2.0,,,
,,what,1.0,
,,when,2.0,
,,which,1.0,
while,1.0,,,
will,1.0,,,
wonderful,1.0,,,
word,1.0,,,
world-.,1.0,,,
,,worst,1.0,
written,1.0,,,
,,xsblue,1.0,
xub,1.0,,,
yad,1.0,,,
,,yadeshon,2.0,
,,yazdi,1.0,
,,"years,",1.0,
,,yebar,1.0,
,,yeki,1.0,
yekisham,1.0,,,
yelitri,1.0,,,
ykm,1.0,,,
,,york,1.0,
you-,1.0,,,
yumm,1.0,,,
zad,1.0,,,
zade,1.0,,,
zaheri,1.0,,,
,,zang,1.0,
,,zarf?!,1.0,
zarfesh,1.0,,,
ziro,1.0,,,
ziroo,1.0,,,
ziyad,1.0,,,
zogheam,1.0,,,
,,zolbia,1.0,
zood,2.0,,,
zoodfood,1.0,,,
zud,2.0,,,
zyadi,2.0,,,
,,،,1.0,
آالعاده,1.0,,,
,,آب!,1.0,
,,آب),1.0,
آب.,1.0,,,
,,آباد),1.0,
,,آباد؛,1.0,
,,آبادتون,1.0,
آبادش,1.0,,,
آباده,1.0,,,
,,آباده.,1.0,
آبدار.,2.0,,,
,,آبدار،,1.0,
آبدارش,1.0,,,
آبداری,1.0,,,
,,آبدوخیار,1.0,
آبدوغ,1.0,,,
آبرسان,1.0,,,
,,آبروبر‌تر,1.0,
,,آبروت,1.0,
,,آبروتون,1.0,
,,آبروریزی,13.0,
,,آبروزی,1.0,
,,آبروش,2.0,
آبرومندانه,1.0,,,
,,آبرومو,3.0,
آبرومونو,1.0,,,
,,آبروى,2.0,
,,آبرویم,1.0,
,,آبرویمان,1.0,
,,آبرویی,1.0,
,,آبروی‌خوذ,1.0,
,,آبرو‌ریزی,1.0,
,,آبشو,1.0,
آبعلی,2.0,,,
آبعلی،,1.0,,,
آبغوره,3.0,,,
آبلبموئی,1.0,,,
,,آبلیموناد,1.0,
,,آبلیمویی,1.0,
,,آبلیمویی.,1.0,
آبمی,1.0,,,
,,آبمیوه!,2.0,
آبمیوه‌اش,1.0,,,
,,آبمیوه‌ها،,1.0,
آبمیوه‌هاش,1.0,,,
آبمیوه‌های,2.0,,,
,,آبند‌تر,1.0,
,,آبى,1.0,
,,آبپز.,1.0,
,,آبکش,2.0,
,,آبکی.,1.0,
,,آبکی،,3.0,
آبکیه؟؟,1.0,,,
آبکی‌تر,1.0,,,
آبکی‌ترین,1.0,,,
,,آبگوشت،,1.0,
آبگوشتش,2.0,,,
,,آبگوشتها,1.0,
