words,labele
نونایه,1
نوتلاتون,1
نونوایی‌ها,1
نوپرو,1
نوونی,1
نون‌هاش,1
نون‌ها،,1
نون‌ش,1
نونى,1
نونوایی،,1
نونایی,1
نونهاش,1
نونه,1
نونم,1
نونشونم,1
نونش).,1
نوندسنگکش,1
نوشم,1
نوشتیم,1
نوشتید،,1
نوزادم,1
نوستاژی,1
نوستالژیش,1
نوستالوژی,1
نوسات,1
نوسابه,1
نوزده,1
نوری),1
نوشته‌ها,1
نوروزی.,1
نودلیت,1
نودلى,1
نودلش,1
نوجه,1
نوتلارو,1
نوشابشم,1
نوشابم,1
نوشابه!!,1
نوشابه‌های,1
نوشبدنیهاتون,1
نوشت؟,1
نوشتالژیکشو,1
نوشتبه,1
نوشتثابه,1
نوشتش,1
نوشتم),1
نوشتم.,1
نوشتم‌,1
نوشتم‌سس,1
نوشتن.,1
نوشته‌اند,1
نوشته‌شده,1
نمی‌شدتارت,1
نمی‌شد،,1
نمی‌شد).,1
نمیچسبه.,1
نمیکردید,1
نمیکردی,1
نمیکردند),1
نمیکرد،,1
نمیکرد.,1
نمیچسبید,1
نمیپرسه,1
نمیکردید:,1
نمیپ-ن-ه.,1
نمیپ-ن-م،,1
نمیپ-ن-م,1
نمیومد),1
نمیوفتاد.,1
نمیماند.,1
نمیکردید.,1
نمیکشه،,1
نمی‌زنم,1
نمیکنه..,1
نمیکنید؟!!!,1
نمیکنید؟!,1
نمیکنید؟,1
نمیکنید!!!,1
نمیکنی,1
نمیکنه:),1
نمیکنند.,1
نمیکشوندن,1
نمیکنند!!!)،,1
نمیکنن،,1
"نمیکنم,ولی",1
نمیکنم!!!!!!,1
نمیکنم!!!!!,1
نمیکند،,1
نمیفهمیدیم,1
نمیفهمیدم,1
نمیفهمه؟,1
نمیزنه!,1
نمیشد‌,1
نمیشدی,1
نمیشدن.,1
نمیسوخت.,1
نمیزنید,1
نمیزنه.,1
نمیزنه,1
نمیفهمه,1
نمیزنند،,1
نمیزدید,1
نمیزدن,1
نمیزاشت,1
نمیزازید؟,1
نمیزارین؟,1
نمیشمردم,1
نمیشن,1
نمیشن.,1
نمیشن،,1
نمیشناسم.,1
نمیشه!,1
"نمیشه,",1
نمیشه؟,1
نمیشود،,1
نمیشوم,1
نمیشوند,1
نمیصرفه!,1
نمیصرفه.,1
نمیفرستادم,1
نمیفرستند,1
نمیفرسته,1
نمیفرستین؟,1
نمیکنیدیابرای۲عددبرگریک,1
نمیکنیم,1
نمیکنین,1
نمی‌خوره.,1
نمی‌داشتید؟,1
نمی‌داشت,1
نمی‌دادم.,1
نمی‌دادم,1
نمی‌داد!,1
نمی‌خوریم,1
نمی‌خوره,1
نمی‌خواستم.,1
نمی‌خورم.,1
نمی‌خوردیم,1
نمی‌خوردن.,1
نمی‌خورد،,1
نمی‌خورد.,1
نمی‌خواهند,1
نمی‌دانست,1
نمی‌دانستم،,1
نمی‌ده,1
نمی‌دهد.,1
نمی‌دهم,1
نمی‌دهم.,1
نمی‌دهید,1
نمی‌دونم.,1
نمی‌دیم.,1
نمی‌ذارن،,1
نمی‌رسونم,1
نمی‌رسید!,1
نمی‌ریختن,1
نمی‌ریزه,1
نمی‌زاره،,1
نمی‌زاره؟,1
نمی‌زد,1
نمی‌خوام,1
نمی‌خرم,1
نمیکنین؟,1
نمیگرفتن،,1
نمیگیرند!,1
نمیگیرد،,1
نمیگیرد.,1
نمیگید,1
نمیگن,1
نمیگرفتید,1
نمیگرفتن.,1
نمی‌تونیم،,1
نمیگرفتن,1
نمیگرفتم.,1
نمیگرفت،,1
نمیگذاشتید,1
نمیگذاشتتد,1
نمیکی,1
نمیگیرید,1
نمیگیریم,1
نمییده,1
نمی‌آید.,1
نمی‌ارزد.,1
نمی‌ارزه.,1
نمی‌ارزید!,1
نمی‌امد,1
نمی‌اومد,1
نمی‌اومدن.,1
نمی‌باشد.,1
نمی‌بینم.,1
نمی‌توانست,1
نمی‌تونستم,1
نمی‌تونستیم,1
نمی‌تونم,1
نمی‌تونه,1
نوچ,1
نوین،,1
پرداختی،,1
هاتون!,1
هاداخل,1
هاد,1
هاخیلی,1
هات‌میل,1
هات‌داگیه,1
هاتون.,1
هاتداگی,1
هارو.,1
هاتداگو,1
هاتداگم,1
هاتازه,1
هابه,1
هابرش,1
هاباقیمتش,1
هادت,1
هاریبو),1
هانیل,1
هاشونه.,1
هانتر,1
هامطابق,1
هالوچیزکن,1
هال,1
هاش‌بسیار‌عالیه,1
هاشونو,1
هاشون،,1
هاس،,1
هاشون.,1
هاشده,1
هاش.,1
هاست،,1
هاست:,1
هاست!,1
هاب,1
هااا,1
نی‌های,1
نیست‌,1
نیلوفرو,1
نیفته،,1
نیفتد،,1
نیفتاد.,1
نیفتاد,1
نیست‌ها!!!!,1
نیستین،,1
نی‌اورده,1
نیستیم.,1
نیستند..,1
نیستند!,1
نیستن.,1
نیستن!!,1
نیستم!,1
نیم.,1
نیما,1
نیمرو‌,1
نیمپز,1
نیم‌ساعته,1
نیوردین؟!,1
نیوفته,1
نیومد!!!,1
نیومد:,1
نیومده.,1
نیوکو,1
نیویورک,1
نیویورکی,1
نیکبخت.,1
نیکردین,1
نیکولاس,1
نییت,1
هانى,1
هاهم,1
نپ-ن-ه,1
هرلحاظ,1
هرچقد,1
هرپنشنبه,1
هرپرس,1
هروی.,1
هروز,1
هرنوبت,1
هرقسمت,1
هرچندباید,1
هرقدر,1
هرساعتی,1
هرزگاهی,1
هرزمانی,1
هرروزه,1
هررستورانی,1
هرچقدرم,1
هرچند‌,1
هاهمه,1
هر‌,1
هزبنه,1
هزاره,1
هزارجور,1
هزارجزیره,1
هزارتومن!!!!,1
هزار؟,1
هری,1
هرچى,1
هرکدومشون,1
هرکدومش,1
هرکجای,1
هرچیو,1
هرچیزى,1
هرچی.,1
هردو‌کنجدی,1
هردوهم,1
هردوطرف,1
هایم,1
هتل‌ها,1
ها‌,1
هاییش,1
هایی.,1
هایپری,1
هایپراستار,1
هایشان,1
هردوسفارش,1
هایدی,1
هایداومور,1
هایداست,1
هایدا.,1
هاگرجی,1
هاک,1
هتل‌های,1
هدداگ,1
هدفمند,1
هدیتون!,1
هدیه‌های,1
هراز،,1
هربارسفارش,1
هرجای,1
هرجایی,1
هرجقدر,1
هرجهت,1
هرجیزی,1
هردم,1
هردوتاشم,1
هردوتامونم,1
هردورو,1
هردوروداشت.,1
نیستش.,1
نیست؟؟؟,1
نیست؟!؟,1
نکنه؟,1
نکنیدلطفا,1
نکنید؛,1
نکنید:,1
نکنید!!!!!!!,1
نکنید!,1
نکنهنان,1
نکنه:)),1
نکنین.,1
نکنه!:,1
نکنه!!,1
نکنن،,1
نکنن.,1
نکنم،,1
نکنع,1
نکنین!!!,1
نکونه:,1
نیست؟!,1
نگذاشتون,1
نگرفتم,1
نگردید!,1
نگردید,1
نگرانیشون,1
نگذشته,1
نگذاشتید،,1
نگذاشتند,1
نکید.,1
نگذاشت,1
نگذارین,1
نگذارید.,1
نگذارند،,1
نگاهی,1
نگاهش,1
نکنده,1
نکنبم,1
نکن!,1
نپوخته,1
نچشیدیم,1
نچشیدمش!!!!,1
نچسبیده,1
نچسبید.,1
نچسبه.,1
نپوشیدن,1
نپرسید.,1
نکشه,1
نپخته‌بود,1
نپخته.,1
نپخته!!!,1
نپختس,1
نپاشد,1
نپ-ن-یدم).,1
نچینید,1
نکاتى,1
نکتش,1
نکرد،,1
نکردم!,1
نکردم؛,1
نکردن!!!,1
نکردن..,1
نکردن؟,1
نکردند.,1
نکردننیم,1
نکردنى,1
نکردنی.,1
نکرده،,1
نکرده‌اید.,1
نکردید،,1
نکردید؟,1
نگرفتن.,1
نگرفتند,1
نگرفتیم,1
نیاوده,1
نیاوردم,1
نیاوردتن,1
نیاورد،,1
نیاورد..,1
نیاورد.,1
نیاور،,1
نیامده,1
نیارند,1
نیامد,1
نیافته.,1
نیافتاده,1
نیاشید,1
نیازداشتم,1
نیارین,1
نیاوردن،,1
نیاوردن؟!!!!,1
نیاوردنش,1
نیاوردهم,1
نیبت,1
نیتتون..,1
نیخواد,1
نیروهای,1
نیس.,1
نیس؟,1
نیس؟؟؟,1
نیست!!,1
نیست!!!,1
نیست!!!!!؟؟؟؟؟,1
نیست!:,1
نیست..,1
نیست؛,1
نیاری,1
نیادحتما,1
نگفت,1
نگهدارید.,1
نگویید,1
نگووووو,1
نگوووو,1
نگهداشته,1
نگهدارین,1
نگهداریش,1
نگهدارن,1
نیاد!),1
نگهبانی.,1
نگهباتی,1
نگن,1
نگمممممم,1
نگمممم,1
نگفتید,1
نگید,1
نگیر,1
نگیرم,1
نگیرم،,1
نگیرن,1
نگیره.,1
نگیره،,1
نگیری،,1
نگیرید:,1
نگیرید،,1
نگیرین,1
نگیرین.,1
نگیز,1
نگینی؟,1
نگینیش,1
نی،,1
نیا،,1
نمیزارید..,1
نمیزاره!!!,1
نمیزارم.,1
ندهند,1
ندین.,1
ندیم.,1
ندیدیم.,1
ندیدمش.,1
ندونستن,1
ندهیم,1
ندهد.,1
نذارند,1
ندهد,1
نده،,1
نده.,1
ندن!,1
ندم!,1
ندلشت.,1
نذارم,1
نذارید!,1
نرسید!,1
نرخی,1
نرسونده,1
نرسوند,1
نرسه،,1
نرسد،,1
نرسد,1
نرررررم,1
نربخته,1
نذاشت,1
نذاشتید:,1
نذاشتید.,1
نذاشتی,1
نذاشته.,1
نذاشتن؟,1
نذاشتمش,1
ندل,1
ندشت,1
نداند,1
"نداشت.""",1
نداشتم!.,1
نداشتاما,1
نداشت؟؟؟؟,1
نداشت؟؟؟,1
نداشت؟,1
نداشت:),1
"نداشت,",1
نداشنید,1
نداشت!:),1
نداشت!:,1
نداشت!!!!!!,1
نداشت!!!!,1
نداش,1
نداست,1
نداشتمش,1
نداشتم‌,1
نداشتم‌ولی,1
نداشتن)!,1
نداشتن:)),1
نداشتند!,1
نداشتند،,1
نداشتنو,1
نداشته،,1
نداشته‌اند.,1
نداشتی,1
نداشتید.,1
نداشتید؟؟؟,1
نداشتیدو,1
نداشتیم!,1
نداشتیم،,1
نداشتین،,1
نرسی,1
نرسید،,1
نمیریم,1
نزدیکتری,1
نزنم,1
نزدیکیم!,1
نزدیکو,1
نزدیکه.,1
نزدیکمونه,1
نزدیکم,1
نزدیکترن,1
نزنن.,1
نزدیک،,1
نزده.,1
نزدم.,1
نزدم,1
نزاکت,1
نزاع,1
نزنن!,1
نزنن،,1
نرسیدم,1
نسا,1
نسله,1
نستبا,1
نسبی,1
نسبتی,1
نسبتا:),1
نسبا,1
نزولی,1
نزنند,1
نزول,1
نزنین،,1
نزنین.,1
نزنه‌.,1
نزنه؛,1
نزنه),1
نزاشتید,1
نزاشتن؟؟,1
نزاشتن,1
نرمالم,1
نرم‌بود.,1
نرم‌افزار,1
نرمو,1
نرمه.,1
نرمتروچرب‌تر,1
نرمال‌بود,1
نرمال،,1
نزاشتم,1
نرمال.,1
نرم،,1
نرغ‌های,1
نرسیده‌ست.,1
نرسیده!!!,1
نرسیدن,1
نرنین,1
نره.,1
نره‌.,1
نروژی,1
نرو‌تر,1
نریخت.,1
نریختن.,1
نریخته.,1
نریختین,1
نریزد,1
نریزن،,1
نریزند.,1
نریزه.,1
نریزید!!!,1
نریزید،,1
نزارید.,1
نزارین..,1
ندارین؟,1
نداریم..,1
ندارید؟,1
نبودولى,1
نبووودم,1
نبوود,1
نبودین،,1
نبودیم‌این,1
نبودیم.,1
نبودچه,1
نبودهمینطور,1
نتایج,1
نبوده!!,1
نبوده!,1
نبودنشه،,1
نبودند؛,1
نبودند!!!,1
نبودن؟,1
نبوووووووووده,1
نتونسته,1
نداری.,1
نجش,1
نخرید,1
نخرند،،،,1
نخرم.,1
نحیف,1
نحویل,1
نجومی,1
نجاتمون,1
نتونه,1
نثارپلو,1
نثارخوشمزه,1
نت‌های,1
نتیجه:,1
نتیجتا,1
نتونیم,1
نبودمتاسفم,1
نبودم..,1
نبودش.,1
نبایست,1
نبریدیم,1
نبرید:),1
نبرید,1
نبرگشتید,1
نبره:)),1
نبت,1
نبایدفقط,1
نبودش,1
نباشین،,1
نباشیم.,1
نباشید‌,1
نباشیدظمنااززحمات,1
نباشیدسوسیس,1
نباشیددددد,1
نبست.,1
نبسته,1
نبو,1
نبود!!!!,1
نبود!!!!!,1
نبود!!!!!!!!!!!!!!,1
نبود!!!!.,1
نبود.۱۲,1
نبود.۳۹,1
نبود:),1
نبود،!!!!!,1
نبود،،,1
نبود؟,1
نبود؟؟؟,1
نبود؟؟؟؟؟,1
نبودا،,1
نبودالبته,1
نخریم,1
نخریم..؟,1
نخلک،,1
نداردوخیلی,1
ندارم),1
ندارم!!؟؟،,1
ندارم!!,1
ندارم!,1
نداررررریم,1
نداردوهردفعه,1
ندارد؛,1
نداد!,1
ندارد!!,1
ندارا,1
ندادیم,1
ندادند.,1
ندادن.,1
ندادم،,1
ندارمش:)))),1
ندارمشون,1
ندارن!,1
ندارن؛,1
ندارند),1
ندارند،,1
ندارند؟,1
ندارنم,1
ندارنممنونم,1
نداره!!!,1
نداره),1
نداره).,1
نداره..,1
نداره:)),1
نداره؛,1
نداره؟؟,1
نداره؟؟؟,1
نداد،,1
نداخته,1
نخلکی‌ها,1
نخودش,1
نخورد!!!,1
نخورد!,1
نخودهای,1
نخودهاش,1
نخودها,1
نخودم,1
نخوداش,1
نداااره,1
نخوایی,1
نخواهیم,1
نخواهید,1
نخواستن,1
نخواست,1
نخواد,1
نخورد!!!!,1
نخورد.,1
نخوردم!,1
نخوردمش,1
نخوردن,1
نخورده‌ام,1
نخوردی,1
نخوردید,1
نخورم,1
نخورن,1
نخورید.,1
نخوریم,1
نخورین,1
نخوندم,1
نخوندن,1
نخونید,1
نخی,1
نسوزد.,1
نسکافه‌ای),1
نش,1
نمکم,1
نمکی‌تر,1
نمکینن,1
نمکه:,1
نمکه.,1
نمکه,1
نمکنید,1
نمکش!,1
نمیآمد,1
نمک،،,1
نمک),1
نمک!!!,1
نمونی,1
نمونه‌های,1
نمونه‌ها,1
نمک‌تر..,1
نمیارزد,1
نقدم,1
نمیبره,1
نمیتونستم.,1
نمیتوانم,1
نمیتوان,1
نمیبود,1
نمیبرید!,1
نمیبرید,1
نمیبرد,1
نمیارزه!,1
نمیایم,1
نمیاید,1
نمیامد.,1
نمیامد,1
نمیارین,1
نمیارید,1
نمونه‌اش,1
نمونه.,1
"نمونه,گرم",1
نماسیده,1
نمایند,1
نمایشی,1
نمایان‌تر,1
نمایان,1
نماندم.,1
نماند,1
نلود,1
نمونست,1
نقیض,1
نقوووووو,1
نقل.,1
نقص‌و,1
نقص..,1
نقره‌ای,1
نمایید،,1
نمدونم,1
نمرت,1
نمرشون,1
نمره،,1
نمره۲۲,1
نمشدم:,1
نمه,1
نمودم.,1
نمودم،,1
نمودند.,1
نمودنش,1
نموده‌اند,1
نموده‌اید.,1
نمودید.,1
نموره‌ی,1
نموند,1
نمیتونند,1
نمیخاد؟؟؟,1
نمیخره,1
نمیذاره,1
نمیذاست,1
نمیذارین؟,1
نمیذارین.,1
نمیذارین,1
نمیذارید؟؟؟,1
نمیذاره-چیزبرگر,1
نمیذارند.,1
نمیدونی,1
نمیذارن؟؟,1
نمیدین‌,1
نمیدین؟,1
نمیدیم.,1
نمیدیم!,1
نمیدید.,1
نمیذاشتم,1
نمیرزید,1
نمیرسد.,1
نمیرسن،,1
نمیرسه.,1
نمیرسید.,1
نمیرسید..,1
نمیرفت,1
نمیرفت.,1
نمیرم,1
نمیره.,1
نمیری,1
نمیریخت,1
نمیریختی,1
نمیریزن,1
نمیریزند!,1
نمیریزید,1
نمیدونید,1
نمیدونن؟,1
نمیخواست,1
نمیخوردی,1
نمیخونن,1
نمیخوریم,1
نمیخوره،,1
نمیخورن,1
نمیخورم،,1
نمیخورم.,1
نمیخوردم,1
نمیدونم!,1
نمیخورد،,1
نمیخورد.,1
نمیخوان,1
نمیخوام،,1
نمیخواستم،,1
نمیخواستم.,1
نمیداد!,1
نمیداد:,1
نمیداد،،,1
نمیدادن.,1
نمیدادند,1
نمیدادو,1
نمیداش,1
نمیدمممم,1
نمیدن!!!!!!!!!!,1
نمیدن:,1
نمیده:).,1
نمیدهد,1
نمیدهند,1
نمیدوتن,1
نمیدونتستم,1
نمیدونستم.,1
نمیدونستن,1
نقدى,1
نقدا,1
نشانتون,1
نشین,1
نصفه!!!!!,1
نصفف,1
نصفست,1
نصف،,1
نصب,1
نصاب,1
نشکنه،,1
نصف‌,1
نشوید,1
نشونه‌ی,1
نشونه,1
نشوند،,1
نشوند.,1
نشوند,1
نصفی,1
نصه,1
نقبت,1
نظرا,1
نظراته,1
نظراتمون,1
نظراتشونو,1
نظراتشون,1
نظرات.,1
نظرا،,1
نظر..,1
نصیبم,1
نظر!,1
نظافت,1
نظارات,1
نطیرن,1
نطرکیفیت,1
نطرتون,1
نشوده,1
نشود؛,1
"نشود""",1
نشد؟,1
نشده؟,1
نشده),1
نشده!!!,1
نشده!,1
نشدنی!,1
نشدم:,1
نشد..,1
نشود!,1
نشد),1
نشد!!!!,1
نشد!!,1
نشد!,1
نشانه‌ی,1
نشانه‌ای,1
نشده؟!,1
نشده؟؟؟,1
نشدو,1
نشدکه,1
نشدیم,1
نشست.,1
نشستم,1
نشسته,1
نشستی،,1
نشم,1
نشم.,1
نشنیدم,1
نشنیده‌ام.,1
نشه!,1
نشه!!!,1
نشه..,1
نشو,1
نظرت,1
نظرتون,1
نظرخواهی,1
نفرستادم,1
نفرستین.,1
نفرستند!,1
نفرستاند,1
نفرستادید؟؟,1
نفرستادی,1
نفرستادند.,1
نفرستاد!!!!!!!!!,1
نعلبکی.,1
نفرستاد,1
نفردوست,1
نفراتی,1
نفر،,1
نفر),1
نعنای,1
نفرستین،,1
نفرمائید,1
نفرمایید,1
نفرمایید.,1
نفرمایید،,1
نفرمونم,1
نفره‌ها,1
نفره‌های,1
نفره‌ی,1
نفرید,1
نفع,1
نفعتون,1
نفهمیدم),1
نفهمیدم،,1
نق,1
نقاشی,1
نقایص,1
نعناداغ،,1
نظیییییر,1
نظردهندگان,1
نظرم‌کوچیکتر,1
نظم.,1
نظز,1
نظر‌خوب,1
نظریتون,1
نظرکیفیت,1
نظرى,1
نظرم‌عوض,1
نظییییر,1
نظرم‌,1
نظرمن:,1
نظرم،,1
نظرم!,1
نظرفقط,1
نظردهی,1
نظمتون,1
نظمه,1
نظمی‌ها,1
نظیر!,1
نظیر..,1
نظیربود,1
نظیرتان,1
نظیرتمام,1
نظیرر,1
نظیررررر.,1
نظیررررررر,1
نظیرش,1
نظیرشون.,1
نظیرنداشت,1
نظیره!,1
نظیرى,1
نظیرییییید,1
هزینشم,1
هزینشه,1
هزینشه؟,1
ومیزانش,1
ونوشابه,1
ونظر,1
ونزدبک,1
ونخودچی,1
ونتونسم,1
ونارو,1
ومیاورید,1
ونک!,1
ومودب..,1
وموادش,1
وممنونم,1
ومقداری,1
ومفید,1
ومطلوب,1
ونوشتن,1
ونک.,1
ووووو,1
وهمینطور,1
وواینکه,1
وواقعا,1
وو,1
وهیچ,1
وهویج,1
وهمینطورممنون,1
وهمیشه,1
وهردوهم,1
وهمکاران,1
وهمراش,1
وهمبرگر,1
وهق,1
وهستم,1
وهزینه,1
ومشکلی,1
ومشتقات,1
ومزه‌ی,1
ولییییییییی,1
وماست,1
ولی‌وباتری,1
ولی‌مممنون,1
ولی۹۰درصد,1
ولی۳۰۰۰,1
ولی۲,1
ولیییییییی,1
ومرغوب.,1
ولیی,1
ولیکاش,1
ولیمزه‌اش,1
ولیعصرم,1
ولیدر,1
ولیخیلی,1
وماوج,1
ومایل,1
ومبلغ,1
ومتشخص,1
ومتشکر,1
ومتشکرم,1
ومتنوع,1
ومجبور.,1
ومجدد,1
ومجلسی,1
ومحترمانه,1
ومحترمش,1
ومحصول,1
ومدیریت,1
ومرتب,1
ومرتبی,1
ومرغوب,1
ووقارچ,1
وووووووووو,1
ودمتون,1
وگوجه,1
ویحوم,1
ویتانا,1
ویتامینهمخصوص,1
ویتامینش,1
ویبره,1
وگوشتش,1
وگل,1
ویروس!,1
وگفتند,1
وگرنا,1
وگرم.,1
وگردن,1
وگر,1
وگدر,1
ویخ,1
ویروسی,1
وپر,1
ویه,1
ویژه‌ها,1
ویژهاین,1
ویژه!!!,1
ویژش,1
ویژس,1
ویوا,1
وینی),1
ویروس‌ها,1
ویلی,1
ویفر‌های,1
ویفرشکلاتی,1
ویشتا,1
ویسه‌های,1
ویزه,1
وکیک,1
وکیومی,1
وکیم,1
وپیروز,1
وچرب,1
وپیکتون,1
وپیکاشونم,1
وپیمون،,1
وپیشاپیش,1
وپیروزی,1
وپوست,1
وکیفیتم,1
وپودرتاریخ,1
وپنیرشو,1
وپرچرب,1
وپروپاقرص,1
وپرملات،,1
وپرسرعت,1
وچشم,1
وچیزهایی,1
وچیکن,1
وکادرغنچه.,1
وکاستی,1
وکالاهای,1
وکالا‌ها,1
وکاهو,1
وکبابش,1
وکج,1
وکسب,1
وکمال,1
وکمتر,1
وکمیت,1
وکوچک.,1
وکوچیک,1
وکوکی,1
ولورد,1
ولقعا,1
ولطفی,1
وسالمتر,1
وسر,1
وست,1
وسبزی,1
وسباس,1
وسایله,1
وساندویچ,1
وسالم!,1
وسروقت,1
وزیری،,1
وزیباترین,1
وزیبا,1
وزیادسفارش,1
وزیاد,1
وزودتر,1
وسرموقع,1
وسریع،,1
ولش,1
وسواس,1
وشامی,1
وسیه,1
وسیع‌تر,1
وسک,1
وسپاسگزارم,1
وسپاسگزار.,1
وسه,1
وسریعتر,1
وسفارشم,1
وسطهای,1
وسطه,1
وسطشون,1
وسطاش,1
وسریع‌تر,1
وزن۱۶۰۰,1
وزن۱۲۰۰,1
وزنها,1
وربات,1
ورسیدن,1
ورزشکاری,1
ورزشکارا,1
ورزش,1
وردی,1
وردرز,1
وراضیم,1
وزنمون,1
ودیم,1
ودیر,1
ودوست,1
ودورچینش,1
ودور,1
ودنر,1
ورسیدگی,1
ورضایت,1
ورفتار,1
ورفتارشون,1
ورقه‌ای),1
ورقه‌های,1
ورقی,1
وروز,1
وروی,1
ورژن,1
وریختم,1
وریز,1
ور‌تر,1
وزحماتتون,1
وزحمت,1
وزرا,1
وزنشم,1
وشب,1
وشسته,1
وشصوح,1
وفروشگاه,1
وقتش,1
وقت!,1
وقارچش,1
وقار,1
وقابل,1
وفلفل,1
وفراوری,1
وغیرقابل,1
وفراتر,1
وفدردانی,1
وفتی,1
وفای,1
وفاداری,1
وفات,1
وقتمو,1
وقته..,1
وقتیم,1
وقتیه,1
وقط,1
وققتون,1
وقنادی,1
وقیمتش,1
وقیمتها,1
ولا,1
ولاغیر:,1
ولتون,1
ولذید,1
ولذیذبود,1
ولذیذو,1
ولرم!,1
ولس,1
وفا,1
وعینا,1
وشماسیب,1
وشیرینیهارو,1
وصفش,1
وصفت,1
وصال،,1
وشیک,1
وشیرینی‌ها,1
وشیرینیهای,1
وشیرینیهاتون,1
وعده‌ها,1
وشیرینیش,1
وشید,1
وشکلاتی,1
وشکسته,1
وشکرکمترمصرف,1
وشکر,1
وضع),1
وضعشه؟؟؟,1
وضعشون,1
وضعی,1
وضعیت!!!!,1
وضعیت.,1
وضعیتی,1
وضمنابرخورد,1
وضوع,1
وطعمشون,1
وطنام,1
وظاهرش,1
وظیفم,1
وعااالی,1
وعاالی,1
وعالی:,1
وعالیه,1
ویژه‌های,1
ویژگیهاست,1
ویک,1
پاطی,1
پاور,1
پامچال,1
پالم,1
پالرموتون,1
پاقرصش,1
پاقرص,1
پاشون,1
پاى,1
پاسدارانه,1
پاسخی,1
پاسخگوییشون,1
پاسخگوی,1
پاستیلی,1
پاستا‌ها,1
پاورماشروم,1
پاپایا,1
پ-ن-کرده,1
پاکبان،,1
پایانتون,1
پایا.,1
پای،,1
پاک‌تر,1
پاکتم,1
پاکت.,1
پاچینی,1
پاپریکا,1
پاچین,1
پاچه‌های,1
پاچه‌ها,1
پاپیونی,1
پاپیونش,1
پاپس,1
پاستاى,1
پاستاهم,1
پاستاهاتون,1
پاتونم.,1
پارتی.,1
پارتی),1
پارامسان.,1
پارادایس،,1
پارادایس.,1
پاتی,1
پاتوق,1
پاستاشو,1
پااااایین.,1
پاااااااارسی,1
پائین‌تر,1
پائیز,1
پ-ن-یوم,1
پ-ن-یم.,1
پارتی..,1
پارس,1
پارمزان،,1
پارمزانش,1
پارمیدا،,1
پارمیدابدباشه؟,1
پارمیزان,1
پارمیزان،,1
پاروژ,1
پارى,1
پارچهای,1
پارکی,1
پارکینگ,1
پارگی,1
پارینه,1
پاستاخیلی,1
پاستاس,1
پایبن,1
پایدار،,1
پاین.,1
پذیرز،,1
پذیریشون,1
پذیرفته،,1
پذیرفته.,1
پذیرفتند,1
پذیرفت.,1
پذیرفت,1
پذیرد.,1
پختید,1
پذیراییم,1
پذیرا,1
پدیده,1
پدرمو,1
پدرتون,1
پخشش,1
پرازگوشت,1
پراشتها,1
پراکنده,1
پراکندگی,1
پربار,1
پرتقالتون,1
پرتقالم,1
پرتقالها,1
پرتنش,1
پرتوقع,1
پرحجم،,1
پرخامه,1
پرخوری,1
پرداخت،,1
پرداختم,1
پرداخته,1
پرداختی.,1
پختین,1
پختهای,1
پایه‌ی,1
پایینتری,1
پاییییییین‌؛,1
پاییییینه.,1
پایین‌های,1
پایین‌ترین,1
پایینش,1
پایینتون,1
پایینتراز,1
پخته..,1
پایین..,1
"پایین!""",1
پاییزی,1
پاییزه،,1
پاییت‌تر,1
پاییتر,1
پایییییییییین,1
پباز,1
پبدا,1
پبزه,1
پبش,1
پبشنهاد,1
پتانسیل,1
پتتزا,1
پتجره,1
پتزاهاش,1
پتزا‌ها,1
پتیتو,1
پخت).,1
"پخت,",1
پختتون,1
پختش،,1
پخته.,1
پ-ن-یده‌ای,1
پ-ن-ه‌های,1
وی‌ای,1
و‌پیتزاها,1
و‌کم,1
و‌کرن,1
و‌کاملا,1
و‌کارتون,1
و‌چیلی,1
و‌پیک‌محترم,1
و‌پا,1
و‌کیفیتش,1
و‌هیچ,1
و‌همیشه,1
و‌هم,1
و‌نکته,1
و‌میوه‌ها,1
و‌مواد,1
و‌که,1
و‌گل‌های,1
پ-ن-مه,1
١٠٪؜,1
١٥٠٠٠,1
١٥/٠٠٠,1
١٢٠٠٠,1
١٢٠,1
١٢:١٥,1
١١,1
١٠دقیقه,1
و‌یه,1
١٠،,1
١ساعت,1
١/٥,1
١-٢,1
١-مبلغ,1
١-لطفا,1
و‌من,1
و‌ممنونم,1
و‌مرتب,1
و‌الان,1
و‌تمیز,1
و‌تغییرش,1
و‌تصلا,1
و‌تردتر,1
و‌تخفیف,1
و‌اینقدر,1
و‌اسنپ‌فود,1
و‌لذیذ,1
و‌استیک,1
و۵۰۰,1
و۵امتیازحقشه,1
و۴,1
و۱تکه,1
وی‌ای‌پی‌ام.,1
و‌تکریم,1
و‌تیم,1
و‌ثبت,1
و‌خواستم‌سریع,1
و‌خوب,1
و‌خوب.,1
و‌خوشحالم,1
و‌خوشمزش,1
و‌خوشمزه،,1
و‌خوشمزه‌تر,1
و‌خوشگل,1
و‌دقیق,1
و‌زیبا,1
و‌سس,1
و‌شکلاتی,1
و‌شیرینی,1
و‌طعم,1
١٥٪‏,1
١٦٠٠٠,1
١٧/٠٠٠,1
٥٪؜,1
٦٥٠,1
٦١,1
٦٠٠٠,1
٦روز,1
٦-٨نفر,1
٦-٧,1
٥٦,1
٤٥٠٠,1
٥٥,1
٥٤٠٠,1
٥٠٪؜,1
٥٠٠,1
٥تکه,1
٥/٦,1
٦٨,1
٧-٧٠٠,1
٧٢,1
٧٥,1
٨٠,1
٨٥٠٠,1
٩,1
٩٠,1
٩٠٠,1
٩٩٫۵,1
