word,label
هزارتومنه,1
هزارتومن؟؟؟؟؟,1
هزارتومن!!!!!!,1
هزارتومن!!,1
هزارتومم,1
هزارتومانی,1
هزارتومانه.,1
هزارتومان؟,1
هزینه.,1
هزینه،,1
هزینه‌,1
هزینه‌ش,1
هستش؟؟؟!!!,1
هستش؟!!,1
"هستش.""",1
هستش!!!!,1
هستش!!!,1
هست؟؟؟؟؟؟,1
هست؟؟؟؟!!!!,1
هست؟؟,1
هست؟!!!,1
هست:,1
هست.۱۰۰٪,1
هست-تکرار,1
هست).,1
هست!،,1
هست!!!!!!!!!!!!!!!!,1
هست!!!!!!,1
هسام,1
هاش‌به,1
هاش),1
همانقدر,1
نید,1
نیست!!!!!!!!!,1
نیس..,1
نیریز,1
نیرزد,1
نیر,1
نیدن,1
نیداد،,1
نیداد,1
نیترید,1
نیست-,1
نیایید,1
نیاورن,1
نیاوردین.,1
نیاوردین!!!!,1
نیاوردیم.,1
نیاوردید.,1
نیاورده،,1
نیاورده!,1
نیست!؟,1
"نیست.""",1
نیاوردند!!,1
نیستم),1
نیستو,1
نیستند!!!,1
نیستن؟!!!!!!!!!!!!,1
نیستن،,1
نیستن..,1
نیستن-,1
نیستن!,1
نیستم‌و,1
نیستم!!!!!!!!!!!,1
نیست:))).,1
نیستسد,1
نیستا!!!!!,1
نیست؟؟؟؟؟؟؟,1
نیست؟؟؟!!!,1
نیست؟؟؟,1
نیست؟؟,1
نیست؛,1
نیست،،,1
نیاوردند،,1
نیاوردند!,1
هاریبو,1
نگیرین،,1
نیارن.,1
نیارن,1
نیارم.,1
نی،,1
نی.,1
نی!!!,1
نگینیه,1
نگینیش,1
نگیریم.,1
نیاره,1
نگیرید..,1
"نگیرید,",1
نگیرید!!!,1
نگیرید!!,1
نگیرید!,1
نگیری.,1
نگیره.,1
نگیرن!,1
نیارند.,1
نیارید.,1
نیاوردن؟؟؟؟؟,1
نیامدند.,1
نیاوردن:,1
نیاوردن!!!!!!!!!,1
نیاوردن!!!!,1
نیاورد!!!,1
نیاواردن!!!,1
نیامدید,1
نیامدی,1
نیامده.,1
نیامدند,1
نیازمند,1
نیام,1
نیافتد.,1
نیافتاد.,1
نیازى,1
نیازهای,1
نیازمون,1
نیازمندیهای,1
نیازمندیم,1
نیستی,1
نیستید!؟,1
نیستید..,1
نیکنم,1
هاااااا,1
هاا,1
هائز,1
"ها,",1
ه،,1
ن‌شده,1
نیکنی,1
نیکنه,1
نیووردید,1
هاب,1
نیوورده,1
نیومدی,1
نیومده،,1
نیومده:,1
نیومده.!!,1
نیومدند.,1
نیوفته.,1
نیوفتاده‌ترین,1
هااصلا,1
هابزرگتر,1
نیستید،,1
هاخوب,1
هارو؟,1
هارو.,1
هاذشیرموزی,1
هادی,1
هادداگ,1
هادت,1
هاداگش,1
هاخیلی,1
هاخشک,1
هابسیار,1
هات‌چیکیم,1
هات‌داگ‌های,1
هات‌داگش,1
هاتی,1
هاتونم,1
هاتون؟,1
هاتو,1
هاتداگم,1
نیوفتاده,1
نیوشا,1
نیوزلندی,1
نیشکر.,1
نیم!!!!!!!,1
نیم!!!,1
نیلوفر,1
نیفته.,1
نیفتاده،,1
نیفتاده.,1
نیفتاد,1
نیشکر،,1
نیشد!,1
نیوردید,1
نیسسسس,1
نیست…,1
نیستین،,1
نیستین!!,1
نیستین!,1
نیستیم؟,1
نیستید؟؟,1
نیستید؟,1
نیم),1
نیم؟,1
نیم؟!,1
نیمدانسته,1
نیوردم,1
نیوردت,1
نیود.,1
نیو,1
نینجا,1
نیم‌کیلو‌سفارش,1
نیم‌کیلو,1
نیم‌چرب,1
نیم‌پز,1
نیم‌پخت,1
نیمکنم,1
نیمچه,1
نیمم,1
نیملیتری,1
نیمرو‌بخورید,1
نیمرودرو,1
نیمذارین،,1
همانطوری,1
هماننده,1
پیچونده,1
هولناکه.,1
هچ,1
هویچش,1
هویجم,1
هویج!,1
هوی,1
هولی,1
هولوگرام,1
هولو,1
هولستون,1
هیاهو,1
هول,1
هوصوع,1
هوشمندانه‌ای,1
هوشمندانه,1
هوز,1
هورنلی,1
هورسان,1
هودتون,1
هک,1
هیت‌ها,1
هوایه,1
هیچ),1
هیچگاه,1
هیچکدامش,1
هیچچچی,1
هیچچچچی,1
هیچچچ,1
هیچچ,1
هیچجوره,1
هیچ؛,1
هیوی,1
هیجا,1
هیولا‌ها,1
هیمن,1
هیس‌ها,1
هیحان,1
هیجی,1
هیجده,1
هیجان‌انگیز,1
هیجان!!,1
هوتی,1
هواپیمایی.,1
هم‌نفرستادن.,1
هندونه‌اش,1
هندی‌ها,1
هندیه؟,1
هندیه/سی,1
هندیم,1
هندیتون,1
هندی.,1
هندی),1
هندى,1
هندوانه‌ای,1
هنرشون,1
هندوان,1
هن,1
هم‌که,1
هم‌کم,1
هم‌کاملا,1
هم‌پیدا,1
هم‌پر,1
هم‌ها,1
هنر،,1
هنرمندید,1
هوازده,1
هنوز‌هزینه‌به‌اعتبار‌برنگشته‌بعد,1
هوار,1
هواداری,1
هوا!!,1
هوا!,1
هنیش۶,1
هنگام،,1
هنگا,1
هنچین,1
هنوزهم,1
هنره،,1
هنوزم.,1
هنوز..,1
هنوز.,1
هنوان,1
هنو,1
هنه‌ی,1
هنه,1
هنش,1
هیچگونه،,1
هیچی!,1
هیچی!!,1
وازانجاییکه,1
واستون،,1
واستاده,1
واستادم,1
واستا,1
واسادم,1
وازکیفیت,1
وازطرفی,1
وازاین,1
واروژ,1
واستیک,1
وارمر,1
وارم,1
وارفته.,1
وارده,1
وارداتی,1
وارتقاع,1
واذیت,1
وادرس,1
واستون؟,1
واسش.,1
هیچی!!!,1
وافل.,1
واقعا!!!!!!!,1
واقعا!!!!,1
واقعا!!,1
واقع..,1
وافی,1
وافلی,1
وافلها,1
وافلش,1
واعلام,1
واسش،,1
واطلاع,1
واضحی,1
واضحه,1
واصلاوابداشبیه,1
واشنباه,1
واسمم,1
واسط,1
واسشون,1
وادب,1
وادامس,1
واداشت!,1
هییییچ,1
وآلو,1
وآتا,1
وآب,1
و،,1
هییییییییچ,1
هییییییچی,1
هییییییچ,1
هیییییچچچچ,1
هییچیی,1
واخرین,1
هیچ‌یک,1
هیچ‌گونه,1
هیچ‌مزه‌ی,1
هیچ‌مزه‌ای.,1
هیچ‌,1
هیچیم,1
هیچیشو,1
هیچی-کاهو,1
وااااااااااااااااای,1
واااااااااااااقعا,1
وااااااااااقعا,1
وااااااااای,1
واخد,1
واحساس,1
واحدو,1
واحدهای,1
واحدم,1
واحد،,1
واحد.,1
واحد!,1
واجبه,1
واثلا,1
وابدا,1
وااای.,1
وااای,1
واااای.,1
وااااقعاا,1
وااااای.,1
وااااای,1
هم‌نمیدن,1
هم‌نرسید,1
همانگونه,1
همشهریان,1
همع,1
همشیه,1
همشگی,1
همشو‌,1
همشونم,1
همشون.,1
همشوانداختم,1
همشو،,1
همشه,1
همنام,1
همش.,1
همش!,1
همسر,1
همسایگی,1
همسایگان,1
همسایه‌ی,1
همسان,1
همزدن,1
همممش,1
همنطوری,1
همریخته,1
هموطنان,1
همچنن,1
همچنبن,1
همون‌جا,1
همونه.,1
همونقدر,1
همونشم,1
همونایی,1
همونا,1
همواه,1
همنظر,1
همو,1
همه‌چیز,1
همه‌شون,1
همه‌در,1
همه‌جا,1
همههههه,1
همنیاوردن,1
همنوعانمان,1
همزاه,1
همره,1
هم‌نداشت,1
همبرگر),1
همبرگرم,1
همبرگرشون,1
همبرگرشو,1
همبرگرشم,1
همبرگرش،,1
همبرگرد‌های,1
همبرگراماده,1
همبرگراش,1
همبرگر!!!,1
همبرگرهاش!,1
همبرش,1
هماهنگی‌,1
هماهنگیه,1
هماهنگی:,1
هماهنگی!,1
هماهنگى,1
هماهمنگی,1
همانی,1
همبرگرهاش,1
همبرگرهاى,1
همراه‌مرغ,1
همخوان,1
همراهی,1
همراهشون,1
همراهشو,1
همراهش.,1
همراهتون,1
همراه.,1
همخون,1
همخوانى,1
همجوره,1
همبرگرهایی,1
همجاش,1
همتا,1
همبیگر,1
همبشه,1
همبر‌گر,1
همبرگز,1
همبرگر‌های,1
همبرگریش,1
همچه,1
همچون,1
همچیز,1
همینکارو,1
همە,1
همییین,1
همیه,1
همین‌جوری,1
همین‌جا,1
همینیه,1
همینکه,1
همینکباب,1
همینکار,1
هم‌الان,1
همینه؟,1
همینه!,1
همینن,1
همینم,1
همینطوریه.,1
همینطوریش,1
همینطوره.,1
همینطور!,1
هم‌از,1
هم‌اینکه,1
همچینی,1
هم‌تیکه‌های,1
هم‌نبود،,1
هم‌نبود,1
هم‌مونده,1
هم‌مناسب,1
هم‌لهیده,1
هم‌فراموش,1
هم‌خورده,1
هم‌جالب,1
هم‌تکه,1
هم‌با,1
هم‌ترکیده,1
هم‌تاکید,1
هم‌به‌,1
هم‌بهشون,1
هم‌به,1
هم‌بسیار,1
هم‌برنجش,1
هم‌بدمزه,1
همینشم,1
همینحور,1
همینجوریه,1
همگی..,1
همیشه‌,1
همیشهههههه,1
همیشه..,1
همیشه).,1
همیشع,1
همیشششههههه,1
همی,1
همگی،,1
همگی.,1
همینجورى,1
همگام,1
همکف,1
همکارمون,1
همکارتون,1
همکارانش,1
همکارانتون,1
همچیین,1
همچینین,1
همیشه‌نبود,1
همیشک,1
همیشگبتون,1
همیشگی،,1
همینجاست!,1
همینجاست,1
همیناست,1
همین؟؟؟!!!,1
همین.۷۰,1
همین!!!:,1
همین!!!!,1
همین!!!,1
همیلا،,1
همیشگی‌نبود,1
همیشگی‌ش,1
همیشگی‌,1
همیشگیم,1
همیشگیشون,1
همیشگیش.,1
همیشگیتونم,1
همیشگیتون،,1
نگیرم،,1
نگیرد؟,1
نگه‌دار,1
نمیپ-ن-م.,1
نمیکردن.,1
نمیکردم.,1
نمیکرد،,1
نمیپذیره.,1
نمیپذیره,1
نمیپ-ن-یدم,1
نمیپ-ن-و,1
نمیپ-ن-ه,1
نمیونم,1
نمیکردین,1
نمیومدن,1
نمینویسید,1
نمیندازید,1
نمیمونه،,1
نمیمونه.,1
نمیموند,1
نمیمومد,1
نمیمد،,1
نمیکردید،,1
نمیکشید.,1
نمیفهمه،,1
نمیکنن!,1
نمیکنید!,1
نمیکنه..,1
نمیکنه!!,1
نمیکنند؟,1
نمیکنند!,1
نمیکنن؟!,1
نمیکنن؟,1
نمیکنن،,1
نمیکنم‌.,1
نمیکند,1
نمیکنم‌,1
نمیکنمممم,1
نمیکنم.:,1
نمیکنم!!:,1
نمیکنم!!!!,1
نمیکنم!!!,1
نمیکند،,1
نمیکند.,1
نمیفهمه؟!!,1
نمیفهمه,1
نمیزدین,1
نمیشدم,1
نمیشن؟؟,1
نمیشن،,1
نمیشن.,1
نمیشم؟,1
نمیشم،,1
نمیشم.,1
نمیشدی‌..,1
نمیشده,1
نمیشدبخوری,1
نمیشه!!!,1
نمیشدانقدر,1
نمیشد؟,1
نمیشد!!!!,1
نمیش,1
نمیزنید,1
نمیزنی,1
نمیزنند,1
نمیزنم.,1
نمیشناخت,1
نمیشه..,1
نمیفروشید،,1
نمیصرفید,1
نمیفرمایند،,1
نمیفرمایند,1
نمیفرستین؟!,1
نمیفرستین؟,1
نمیفرستید,1
نمیفرسته.,1
نمیفرستن!,1
نمیفرستادی,1
نمیشین,1
نمیشههههه,1
نمیشیم,1
نمیشویم,1
نمیشود؟,1
نمیشود،,1
نمیشود:,1
نمیشود!!!!!.,1
نمیشود!,1
نمیشو،,1
نمیکنید،؛,1
نمیکنیدبرای,1
نمیکنیم!!,1
نمی‌خرم،,1
نمی‌خواید,1
نمی‌خواهم.,1
نمی‌خوام,1
نمی‌خواسته,1
نمی‌خواستم.,1
نمی‌خریده,1
نمی‌خریدم.,1
نمی‌خریدم,1
نمی‌خرم.,1
نمی‌خوایم.,1
نمی‌تونین,1
نمی‌تونیم,1
نمی‌تونست,1
نمی‌توانیم,1
نمی‌توانم,1
نمی‌توانستم,1
نمی‌ترسن,1
نمی‌بینی,1
نمی‌خوایم,1
نمی‌خوردیم.,1
نمیکنین,1
نمی‌داند,1
نمی‌دهیم,1
نمی‌دهند.,1
نمی‌دهم.:,1
نمی‌دهد,1
نمی‌دن،,1
نمی‌دانید,1
نمی‌دانم!,1
نمی‌دانست,1
نمی‌دان,1
نمی‌خورم!,1
نمی‌داشت,1
نمی‌دادی,1
نمی‌دادم!,1
نمی‌خوند.,1
نمی‌خوند,1
نمی‌خوریم,1
نمی‌خوره،,1
نمی‌خورن,1
نمی‌بود,1
نمی‌بندین,1
نمی‌برد,1
نمیگن.,1
نمیگیره).,1
نمیگیرم..,1
نمیگیرم!,1
نمیگیرد,1
نمیگه,1
نمیگنم,1
نمیگند,1
نمیگن،,1
نمیگم،,1
نمی‌بایست,1
نمیگفتم,1
نمیگرفتم.,1
نمیگرفت,1
نمیگذره,1
نمیگذارد،,1
نمیگذارد,1
نمیکیرم,1
نمیکنیییییید؟؟؟,1
نمیگیرید؟!,1
نمیگیرین,1
نمییرزید,1
نمی‌آرین.,1
نمی‌اندازه،,1
نمی‌امد.,1
نمی‌افتاد,1
نمی‌ازه,1
نمی‌ارزیدی,1
نمی‌ارزیدو,1
نمی‌ارزید،،،,1
نمی‌ارزید-,1
نمی‌ارزید!!,1
نمی‌ارزید!,1
نمی‌ارزه؛,1
نمی‌ارزه!!,1
نمی‌ارزه!,1
نمی‌ارزسد,1
نمی‌ارزد.,1
نمی‌آورد,1
نمی‌آمد.,1
نمیزنم,1
نمیزدیم,1
نگهش,1
نمیتونى,1
نمیخریدیم,1
نمیخره!,1
نمیخرند,1
نمیخرم،,1
نمیخرم!,1
نمیخاستم,1
نمیتونیدبفرستیدخب,1
نمیتونید.,1
نمیتونسیم,1
نمیخوام،,1
نمیتونستین,1
نمیتونستید,1
نمیتونسته,1
نمیتونستن,1
نمیتونست,1
نمیتوتمید,1
نمیتوانید..,1
نمیتوانم!!!,1
نمیخواستاینو,1
نمیخوان,1
نمیبینیم،,1
نمیخوره!,1
نمیداد-نان,1
نمیداد!!!,1
نمیخوونه.,1
نمیخوریم!!,1
نمیخوریم,1
نمیخوری..,1
نمیخوری,1
نمیخوره..,1
نمیخورم،,1
نمیخواهم.,1
نمیخورم,1
نمیخوردین،,1
نمیخوردن.,1
نمیخورد!!!,1
نمیخورد!,1
نمیخواییم,1
نمیخوایم,1
نمیخوای,1
نمیتوانم!,1
نمیبینه,1
نمیزدم..,1
نمکشم,1
نمیاد؛,1
نمیاد،,1
نمگیرم..,1
نمک‌مناسب!,1
نمککک,1
نمکو,1
نمکنین,1
نمکم,1
نمکدون,1
نمیارن!,1
نمک!,1
نمىخوره,1
نمونیم,1
نمونه‌ی,1
نمونه‌های,1
نمونم.,1
نمونشو,1
نموندن,1
نمیارزه،,1
نمیارن.,1
نمیبینم,1
نمیان!,1
نمیبندین,1
نمیبرین,1
نمیبره.,1
نمیبخشمت,1
نمیباشد,1
نمیاورند,1
نمیاوردین,1
نمیاوردن,1
نمیام.,1
نمیارند.,1
نمیام!,1
نمیافتد,1
نمیاریدچه,1
نمیاری،,1
نمیاره؟,1
نمیاره!!!؟,1
نمیاره!!!!!,1
نمیاره!,1
نمیداد..,1
نمیداد:,1
نمیدادمزه‌ی,1
نمیرزه,1
نمیرفت!!,1
نمیرسین,1
نمیرسیدن.,1
نمیرسیدتوش,1
نمیرسه،,1
نمیرسن,1
نمیرسد.,1
نمیرسد,1
نمیرارن,1
نمیرفت.۱,1
نمیذونم,1
نمیذاشتید,1
نمیذارین؟؟,1
نمیذارین،,1
نمیذارید،,1
نمیذاری.,1
نمیذاره،,1
نمیذاره.,1
نمیرفت!!!,1
نمیرفت،,1
نمیدادن.,1
نمیریزن,1
نمیزدم!!!!!!,1
نمیزد..,1
نمیزارید،,1
نمیزارید.,1
نمیزاره،,1
نمیریزید.,1
نمیریزن،,1
نمیریزن.,1
نمیریختم,1
نمیرفتن.,1
نمیرود.,1
نمیره!.,1
نمیره!,1
نمیرنن,1
نمیرن!,1
نمیرم،,1
نمیرم.,1
نمیرفت‌.,1
نمیذارن؟!؟,1
نمیذارن.,1
نمیذارم,1
نمیدانم،,1
نمیده!!!!,1
نمیدن؟,1
نمیدن!!!,1
نمیدم؛,1
نمیدم:,1
نمیدم/,1
"نمیدم""",1
نمیدم!!!!!,1
نمیدانم.,1
نمیدین؟!,1
نمیدانستیم!,1
نمیداشت,1
نمیداد…واقعا,1
نمیدادین،,1
نمیدادیم!!,1
نمیدادیم,1
نمیدادید؟؟؟؟؟؟؟؟,1
نمیدادید,1
نمیده!!!!!,1
نمیده؛,1
نمیدهد,1
نمیدهم،,1
نمیدین؟,1
نمیدیم!,1
نمیدیدی!,1
نمیدیدم.,1
نمیدید؟,1
نمیدید،,1
نمیدید!!,1
نمیدونه؟؟,1
نمیدونن.,1
نمیدونم‌چرا,1
نمیدونم‌به,1
نمیدونم،,1
نمیدونم:),1
نمیدونم!,1
نمیدوم,1
نمیدهید؟,1
نمیدهند.,1
نمی‌دهیم.,1
نمی‌دونستم,1
نمی‌دونستند,1
نپختن,1
نپختهههه!!!,1
نپخته،،،,1
نپخته..,1
نپخته-کاهوی,1
"نپخته,واقعا",1
"نپخته,",1
نپخته!),1
نپخته!!!,1
نپاشیدن,1
نپخته‌تر,1
نپاشه!,1
نپاش،,1
نوکرتم,1
نوکر,1
نوچ,1
نوون,1
نوهستش,1
نون‌ها!,1
نپخته‌ای,1
نپختگی,1
نون‌خامه‌ای‌های,1
نچسبد,1
نکته:,1
نکتارهلو,1
نچندان,1
نچسبیدو,1
نچسبید،,1
نچسبید.،,1
نچسبید.,1
نچسبه،,1
نچسب,1
نپذیرد.,1
نچرا,1
نچ,1
نپیچیده,1
نپشابه,1
نپزه،,1
نپرونید,1
نپرسید.,1
نپذیرفت.,1
نون‌سیر,1
نون‌خامه‌ای‌ها,1
نمی‌دونسته,1
نوشه,1
نوشین,1
نوشیدنی‌ای,1
نوشیدنیم,1
نوشیدنیش,1
نوشیدنیا,1
نوشیدنی،,1
نوشیدنى‌ها,1
نوشیدن.,1
نوشتید،,1
نوضیحات,1
نوشتی,1
نوشته‌ی,1
نوشته‌اید,1
نوشته‌اند,1
نوشته.,1
نوشتنش,1
نوشتن،,1
نوشتنHot,1
نوصابه,1
نوع‌و,1
نون‌خامه‌ای,1
نونهاش,1
نون‌تست‌ها,1
نون‌تر,1
نون‌بخورم,1
نون‌,1
نونی،,1
نونى,1
نونوایی،,1
نونو,1
نونشه-,1
نون),1
نونشه,1
نونش،,1
نونبرگر,1
نونای,1
نوناش,1
نون؟؟؟,1
نون؟!,1
نون..,1
نکرد!!!!!!!!!!,1
نکرد..,1
نکردن!!!!!!!!!!,1
نگذاشتین؟,1
نگرفت،,1
نگردیده,1
نگردید.,1
نگرده,1
نگردد،,1
نگردد,1
نگذشته,1
نگذره,1
نگذاشتید,1
نگرفتنو،,1
نگذاشته‌اند,1
نگذاشتند,1
نگذارید،,1
نگذارید!!!,1
نگذارد,1
نگاهشون,1
نگاش,1
نگار,1
نگرفتم،,1
نگرفته.,1
نکردن),1
نگم!!!,1
نگهداشتن,1
نگهداریشون,1
نگهداریتونو,1
نگهداره,1
نگهبانیه,1
نگهبانی،,1
نگهبانی!!!!,1
نگهبانى,1
نگفتین,1
نگرفتید,1
نگفتی,1
نگفتنه:,1
نگفتند,1
نگشودیم,1
نگریرین,1
نگرو,1
نگرفتین.,1
نگرفتیم!!!,1
نکیند..,1
نکنین،,1
نکنین!!,1
نکرده،,1
نکردیم,1
نکردید؟؟؟,1
نکردید،,1
نکرده‌ایم,1
نکرده‌اید!!!,1
نکرده‌اند.,1
نکرده‌اند,1
نکرده‌ام).,1
نکرده.,1
نکنین!,1
نکردنیی,1
نکردنیه.,1
نکردنیه,1
نکردنی,1
نکردنى,1
نکردند؟!,1
نکردند:,1
نکردند!!!,1
نکردیم!!!,1
نکردین!,1
نکشیئه,1
نکشیدید,1
نکنیم.,1
نکنیم!,1
نکنیدو,1
نکنید!!!!,1
نکنید!!!,1
نکنید!!,1
نکنید!,1
نکنى,1
نکنه!,1
نکنند!,1
نکنن،,1
نکنن!!!,1
نکنن!,1
نکنم،,1
نکنم!,1
نکند.,1
نکنخ,1
نوشتم؟,1
نوشتاری,1
نوشایه,1
نمی‌کردند.,1
نمی‌کنم!,1
نمی‌کند؟,1
نمی‌کند،,1
نمی‌کند),1
نمی‌کشید,1
نمی‌کردیم.,1
نمی‌کردید,1
نمی‌کرده,1
نمی‌کردم،,1
نمی‌کنند؟,1
نمی‌کرد.,1
نمی‌چکونه,1
نمی‌پزید..,1
نمی‌پذیرم,1
نمی‌پ-ن-ه,1
نمی‌پ-ن-م.,1
نمی‌نوشتم..,1
نمی‌نوشتم,1
نمی‌کنن,1
نمی‌کنه!!!,1
نن,1
نمی‌گفتم,1
نمی‌یاره,1
نمی‌گیرند,1
نمی‌گیرن,1
نمی‌گیرد,1
نمی‌گویم,1
نمی‌گنم,1
نمی‌گن,1
نمی‌گم،,1
نمی‌گرفتید,1
نمی‌کنه.,1
نمی‌گردونین,1
نمی‌گردد,1
نمی‌گذراد,1
نمی‌گذارم,1
نمی‌کوشند,1
نمی‌کنید؟!,1
نمی‌کنید!!!,1
نمی‌کنه؟؟؟؟,1
نمی‌نهید,1
نمی‌نمایند,1
نمی‌مونی,1
نمی‌ذارین,1
نمی‌ره!,1
نمی‌رفت.:,1
نمی‌رفت.,1
نمی‌رفت!؟,1
نمی‌رفت!!!,1
نمی‌رسه.,1
نمی‌رسه,1
نمی‌رسد,1
نمی‌ذارن,1
نمی‌فهمیم,1
نمی‌دیم!!,1
نمی‌دیم,1
نمی‌دونید,1
نمی‌دونه,1
نمی‌دونند,1
نمی‌دونن,1
نمی‌دونم‌,1
نمی‌دونم.!!!!,1
نمی‌ریزن!!!,1
نمی‌زاره،,1
نمی‌زد.,1
نمی‌زدم,1
نمی‌فهمم!,1
نمی‌فرستیم!!!!,1
نمی‌فرستیم!!,1
نمی‌فرسته!!!,1
نمی‌فرسته,1
نمی‌فرستادن,1
نمی‌صرفید!,1
نمی‌شوند،,1
نمی‌شود،,1
نمی‌شود!,1
نمی‌شن.,1
نمی‌شدو,1
نمی‌شده.,1
نمی‌شدم,1
نمی‌زنین,1
نمی‌زنه,1
نمی‌زنند.,1
نمی‌یام,1
نندازید,1
نوشاه‌ی,1
نوتلا:,1
نوجوان,1
نوتیف,1
نوته,1
نوتلا‌های,1
نوتلا‌ها,1
نوتلای,1
نوتلاس!,1
نوتلا،,1
نوتلا..,1
نودلیت,1
نوتلا.,1
نوتش,1
نوترابارم,1
نوت,1
نوبه,1
نوبره،,1
نوبره..,1
نوبرشو,1
نودلی,1
نودل‌های,1
نندازین!,1
نوشابش,1
نوشانه‌ها,1
نوشانه,1
نوشابه‌های,1
نوشابه‌,1
نوشابهطرد,1
"نوشابه,",1
نوشابه!,1
نوشابمونو,1
نوشاباش,1
نودی,1
نوستم,1
نوستالژیی,1
نوستالژیش,1
نوستالژی:,1
نوسان,1
نوسابه,1
نوزده,1
نورپردازی,1
نوبد,1
نوبت،,1
نواوری,1
ننوشتین,1
ننیشه,1
ننیدونم,1
ننیجه‌اش,1
ننویسید،,1
ننویسه,1
ننویسم,1
ننون,1
ننوشتین.,1
ننوشتید,1
نواقص,1
ننوشته),1
ننوشته!!,1
ننوشتند,1
ننوشتن,1
ننوشتم,1
نننننننپپپپپپخخخختتتهههههه,1
ننننمیدم,1
ننشستن,1
نه!!,1
نه:,1
نهاااایت,1
نهاد,1
نواشت,1
نواربهداشتی,1
نواحی,1
نواب,1
نو.,1
نه‌تر,1
نه‌ایرانی,1
نه۴۰,1
نهی,1
نهصدگرم,1
نهصد,1
نهایی،,1
نهایتن,1
نهایت!,1
نهال,1
نهادینه,1
نهادهای,1
واقعا!!!!!؟؟؟؟؟,1
"واقعا""""!""",1
واقعا:),1
پذیرفتند،,1
پراید,1
پراکنده!,1
پرانتز,1
پراشکیا,1
پراست.,1
پذیریش,1
پذیرکار,1
پذیرفتید,1
پذیرفتم.,1
پرتغال),1
پذیرفتم,1
پذیرفت,1
پذیرتر,1
پذیراییه.,1
پدیده,1
پدرخوانده,1
پدتای,1
پخشه,1
پرتر,1
پرتغالش,1
پخت‌,1
پرخمیر,1
پرداختیم.,1
پرداختیش,1
پرداختی،,1
پرداختی.,1
پرداختم.,1
پرداختش,1
پرداحت,1
پرخورد.,1
پرخاشخاش,1
پرتغالی،,1
پرخاش,1
پرحجم!!,1
پرتقال‌های,1
پرتقالش,1
پرتقالتون,1
پرتقال),1
پرتقال!!!,1
پرتفالی,1
پخشش,1
پختیدش.,1
پایدار،,1
پایین،:,1
پایین‌ترین.,1
پایین‌تر!,1
پایین‌بود,1
پایین‌..,1
پایین‌,1
پایینی‌تری,1
پایینش!!,1
پایینتره،,1
پایین?,1
پایین‌یی,1
پایین:,1
پایین-مخصوصا,1
پاییز,1
پاییت‌تر,1
پاینن,1
پاینده,1
پاینتر,1
پایداری,1
پایین‌نگه,1
پاییییین.,1
پختگی,1
پتیزاش,1
پختک,1
پخته‌تر,1
پخته‌ای,1
پختنش؟!؟!؟!,1
پختم,1
پختشم,1
پخت!,1
پتیزاشو,1
پتیر,1
پباز,1
پته,1
پتم,1
پترا,1
پتانسیل,1
پبیک,1
پبدا,1
پبتزای,1
پبتزاهاش,1
پرداختیمو,1
پرداخت‌های,1
پردازش,1
پرپروک‌با,1
پرکرده,1
پرچربی,1
پرپیاز,1
پرپنیر,1
پرپروک‌همیشه,1
پرپروک‌غذا,1
پرپروک‌دیگه‌اون,1
پرپروک‌خیلی,1
پرپروک‌,1
پرکن,1
پرپروکه،,1
پرپروکش,1
پرپروک،,1
پرپروک!!!,1
پرپرروک,1
پرپر,1
پرویی,1
پروپروک,1
پرکردید,1
پرکن.,1
پرده,1
پریما,1
پزه.,1
پزشک،,1
پز.,1
پز!!!,1
پز!,1
پر‌گوجه,1
پرینگلز,1
پرینت,1
پریل,1
پرکنجد،,1
پریروزه!!!!,1
پرگوشته,1
پرگل,1
پرک‌,1
پرکنن,1
پرکنجد‌تر,1
پرکنجدسون,1
پرکنجدبزرگ,1
پروپا,1
پرووووووو؟؟؟!!!!!!؟؟؟,1
پروفایلم,1
پرسنلش,1
پرشین,1
پرسیم,1
پرسیدین.,1
پرسیدید,1
پرسید،,1
پرسیتون,1
پرسی),1
پرسنلشون,1
پرسنلتون,1
پروروک,1
پرسم,1
پرسش,1
پرز,1
پررو,1
پررنگ‌تر,1
پررنگ,1
پررررر,1
پردیش,1
پرطرفدار,1
پرطرفدارترین,1
پرطرفدارترینها,1
پرطرفدارتونه.,1
پروده,1
پروتچن,1
پروتئین,1
پروار,1
پرهاشو,1
پرملات‌ترین,1
پرملاته.,1
پرملاتتون,1
پرمشغله,1
پرمزه,1
پرمحتوا,1
پرفروش‌ها,1
پرفروشهای,1
پرفروش,1
پرفراژدار,1
پرطمطراق،,1
پرطرفدارها,1
پایداروسربلند,1
پایخگو,1
٤٩٠٠,1
پ-ن-دهم,1
پ-ن-ى,1
پ-ن-و,1
پ-ن-ه,1
پ-ن-نهادش,1
پ-ن-نلا,1
پ-ن-م,1
پ-ن-شده,1
پ-ن-سب,1
پ-ن-تر,1
پ-ن-کوتای,1
پ-ن-بودنش,1
پ-ن-بسته,1
پ-ن-اش,1
پ-ن-ار,1
پ-ن-،,1
٬,1
٫۲۰,1
٫,1
پ-ن-کوتا,1
پ-ن-گان,1
٩٩,1
پاتی,1
پارد,1
پارتی!,1
پارت,1
پارادایس,1
پادگان‌ها,1
پادمجون,1
پادش,1
پاتیل,1
پاتى,1
پ-ن-ید,1
پاترول,1
پاایین,1
پااستیک,1
پائینن.,1
پائینش,1
پائینتره,1
پائین!!!!!,1
پائین!,1
